t,x,y,z,tx1,tx2,tx3,tx4,tx5,tx6,tx7,tx8,tx9,tx10,tx11,tx12,tx13,tx14,tx15,tx16,tx17,tx18,tx19,tx20,tx21,tx22,tx23,tx24,tx25
1667899249503.0,455.26,-152.03,102.2,-62.0,-255.0,-55.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-64.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-64.0,-255.0
1667899249629.0,445.02,-153.37,100.25,-62.0,-255.0,-57.0,-255.0,-255.0,-60.0,-255.0,-255.0,-66.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-72.0,-255.0
1667899249749.0,440.92,-149.82,99.89,-62.0,-255.0,-65.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0
1667899249867.0,433.46,-147.86,97.41,-47.0,-50.0,-255.0,-64.0,-59.0,-255.0,-255.0,-68.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0
1667899250002.0,419.22,-148.33,93.8,-62.0,-51.0,-255.0,-255.0,-56.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-66.0,-255.0,-67.0
1667899250127.0,399.38,-150.88,95.09,-62.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-60.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-66.0
1667899250247.0,372.65,-153.9,100.04,-62.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-73.0,-255.0,-255.0,-65.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-66.0
1667899250369.0,344.92,-154.12,101.66,-62.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0
1667899250487.0,329.36,-151.82,100.89,-62.0,-255.0,-72.0,-255.0,-255.0,-60.0,-255.0,-255.0,-71.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-69.0,-255.0
1667899250608.0,322.86,-148.48,99.59,-62.0,-255.0,-73.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-60.0,-255.0
1667899250725.0,318.25,-144.2,99.31,-60.0,-255.0,-73.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-67.0
1667899250844.0,306.65,-137.47,95.94,-61.0,-255.0,-255.0,-60.0,-255.0,-255.0,-47.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-66.0
1667899250985.0,286.4,-131.44,93.43,-255.0,-255.0,-72.0,-255.0,-255.0,-69.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-66.0,-255.0
1667899251089.0,258.01,-126.24,98.04,-60.0,-255.0,-63.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-66.0,-255.0
1667899251210.0,230.72,-121.86,101.73,-62.0,-255.0,-255.0,-60.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-64.0
1667899251327.0,208.12,-116.42,101.99,-62.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-58.0,-255.0,-255.0,-66.0
1667899251448.0,201.53,-110.92,98.98,-62.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0
1667899251567.0,197.45,-106.21,98.5,-60.0,-58.0,-255.0,-255.0,-54.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0
1667899251687.0,191.27,-101.22,97.09,-60.0,-59.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-51.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-57.0,-255.0
1667899251805.0,176.3,-92.48,93.9,-59.0,-255.0,-60.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-65.0,-255.0
1667899251927.0,155.74,-82.84,94.41,-44.0,-255.0,-255.0,-58.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-64.0
1667899252048.0,128.05,-74.54,99.33,-52.0,-255.0,-255.0,-58.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0
1667899252166.0,98.8,-67.05,101.89,-63.0,-60.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-70.0,-255.0
1667899252283.0,81.14,-61.49,101.29,-65.0,-60.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-71.0,-255.0
1667899252402.0,73.45,-55.54,99.96,-63.0,-255.0,-67.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-65.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-67.0,-255.0
1667899252525.0,69.41,-49.68,99.58,-62.0,-255.0,-69.0,-255.0,-255.0,-255.0,-58.0,-255.0,-64.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-68.0,-255.0
1667899252643.0,60.23,-42.19,95.67,-61.0,-255.0,-255.0,-59.0,-255.0,-255.0,-64.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-65.0
1667899252783.0,45.53,-34.21,93.1,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667899252882.0,22.31,-26.73,96.18,-61.0,-62.0,-255.0,-255.0,-47.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-67.0,-255.0,-255.0
1667899253004.0,-7.04,-18.34,100.71,-62.0,-52.0,-255.0,-255.0,-49.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-69.0,-255.0
1667899253120.0,-33.62,-10.61,101.73,-63.0,-255.0,-74.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-67.0,-255.0,-255.0,-69.0,-255.0
1667899253240.0,-47.79,-4.69,100.81,-63.0,-255.0,-255.0,-57.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0
1667899253354.0,-52.53,-0.92,99.45,-56.0,-64.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-64.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0
1667899253476.0,-58.78,5.28,98.97,-62.0,-255.0,-67.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-66.0
1667899253591.0,-71.4,14.37,95.39,-63.0,-255.0,-255.0,-56.0,-255.0,-255.0,-62.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-64.0
1667899253711.0,-91.98,22.39,93.62,-62.0,-255.0,-255.0,-55.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-64.0
1667899253831.0,-121.22,29.87,98.48,-65.0,-255.0,-255.0,-57.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-65.0
1667899253957.0,-150.4,35.53,101.87,-60.0,-255.0,-69.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-67.0
1667899254080.0,-173.37,41.06,101.8,-64.0,-255.0,-255.0,-58.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-68.0
1667899254200.0,-178.95,45.67,98.57,-64.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-68.0,-255.0,-73.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0
1667899254321.0,-185.36,50.28,98.47,-64.0,-62.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-47.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0
1667899254444.0,-195.55,55.49,96.63,-64.0,-65.0,-255.0,-255.0,-54.0,-255.0,-255.0,-55.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0
1667899254565.0,-214.62,62.89,93.53,-64.0,-66.0,-255.0,-255.0,-56.0,-255.0,-58.0,-255.0,-255.0,-255.0,-62.0,-65.0,-255.0,-64.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-64.0
1667899254687.0,-241.69,68.27,95.52,-59.0,-59.0,-255.0,-60.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0
1667899254804.0,-272.64,67.72,100.16,-56.0,-66.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-56.0,-255.0
1667899254922.0,-304.3,63.32,101.95,-59.0,-255.0,-71.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667899255040.0,-321.96,60.24,100.9,-71.0,-60.0,-255.0,-255.0,-66.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-76.0,-255.0,-75.0,-255.0,-255.0,-70.0,-255.0
1667899255168.0,-333.68,60.73,99.91,-65.0,-255.0,-70.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-70.0
1667899255285.0,-343.01,62.6,99.16,-70.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0
1667899255406.0,-358.86,61.63,94.88,-62.0,-63.0,-255.0,-255.0,-57.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-71.0,-255.0,-255.0
1667899255522.0,-378.2,56.58,93.17,-62.0,-255.0,-72.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-57.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-71.0,-255.0,-255.0
1667899255644.0,-403.46,43.42,97.13,-68.0,-255.0,-70.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-70.0
1667899255760.0,-430.73,24.92,101.17,-52.0,-255.0,-255.0,-65.0,-255.0,-255.0,-60.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-69.0
1667899255884.0,-453.34,7.65,101.62,-69.0,-255.0,-255.0,-62.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0
1667899256002.0,-465.13,-0.79,100.59,-72.0,-75.0,-255.0,-255.0,-73.0,-255.0,-255.0,-41.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-76.0,-255.0,-255.0,-71.0
1667899256125.0,-472.41,-4.82,99.55,-72.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-41.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0
1667899256243.0,-482.74,-8.28,97.99,-46.0,-73.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667899256367.0,-499.77,-20.63,94.21,-55.0,-72.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-75.0,-255.0
1667899256485.0,-516.25,-40.23,94.37,-73.0,-75.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-76.0
1667899256603.0,-532.66,-67.76,100.22,-53.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-45.0,-255.0,-255.0,-69.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-65.0
1667899256732.0,-546.4,-95.76,102.43,-255.0,-77.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-51.0,-255.0,-255.0,-67.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0
1667899256840.0,-555.46,-111.24,101.13,-75.0,-76.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-58.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0
1667899256963.0,-561.32,-115.72,98.44,-75.0,-74.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-43.0,-255.0,-255.0,-60.0,-255.0,-255.0,-76.0,-255.0,-255.0,-69.0
1667899257095.0,-566.9,-120.53,98.25,-255.0,-74.0,-255.0,-255.0,-73.0,-255.0,-255.0,-49.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-57.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0
1667899257208.0,-575.55,-132.94,95.82,-77.0,-75.0,-255.0,-255.0,-76.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-68.0,-255.0,-58.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-65.0
1667899257331.0,-586.71,-151.53,93.35,-60.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-50.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-60.0
1667899257452.0,-596.45,-178.91,96.78,-74.0,-255.0,-255.0,-255.0,-72.0,-255.0,-62.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-74.0
1667899257576.0,-602.52,-210.37,101.02,-77.0,-255.0,-74.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-73.0
1667899257696.0,-605.81,-238.47,102.22,-73.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-68.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0
1667899257817.0,-609.15,-250.93,100.34,-72.0,-69.0,-72.0,-255.0,-69.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667899257933.0,-613.41,-256.91,99.93,-78.0,-74.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-68.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-74.0,-255.0,-255.0
1667899258054.0,-618.59,-267.96,98.03,-77.0,-76.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-58.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-77.0,-255.0
1667899258171.0,-622.76,-283.33,94.07,-77.0,-255.0,-255.0,-67.0,-255.0,-255.0,-55.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-71.0
1667899258292.0,-624.32,-305.47,94.15,-78.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-60.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0
1667899258411.0,-621.93,-333.38,98.6,-68.0,-76.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-79.0,-255.0,-255.0
1667899258528.0,-617.86,-364.63,101.46,-74.0,-70.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-76.0,-255.0
1667899258646.0,-614.8,-387.42,101.31,-74.0,-255.0,-255.0,-75.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0
1667899258765.0,-615.11,-398.37,100.18,-75.0,-75.0,-255.0,-255.0,-73.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-77.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0
1667899258887.0,-616.54,-405.84,99.7,-76.0,-71.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-74.0,-255.0,-75.0,-255.0,-255.0,-76.0
1667899259010.0,-619.8,-417.42,97.18,-75.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-63.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0
1667899259130.0,-619.13,-438.08,93.38,-77.0,-76.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-47.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-77.0
1667899259247.0,-613.29,-463.98,95.73,-76.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-59.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0
1667899259368.0,-603.81,-492.36,101.03,-62.0,-74.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-74.0,-255.0
1667899259499.0,-594.04,-519.32,102.31,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-78.0,-255.0
1667899259602.0,-591.82,-533.35,100.35,-77.0,-255.0,-255.0,-73.0,-255.0,-69.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-78.0,-255.0
1667899259724.0,-593.57,-539.52,98.4,-67.0,-255.0,-73.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-75.0
1667899259844.0,-594.61,-546.08,97.89,-77.0,-255.0,-255.0,-72.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-77.0
1667899259963.0,-592.45,-562.38,95.07,-77.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-67.0,-255.0,-255.0,-63.0,-255.0,-255.0,-59.0,-255.0,-255.0,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667899260094.0,-587.83,-584.81,93.42,-76.0,-74.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-76.0,-255.0,-255.0
1667899260217.0,-575.96,-613.31,98.08,-75.0,-75.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-65.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-78.0,-255.0,-255.0
1667899260335.0,-560.1,-640.98,101.66,-77.0,-255.0,-61.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-79.0
1667899260454.0,-547.38,-661.22,101.94,-78.0,-255.0,-255.0,-76.0,-255.0,-66.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-79.0
1667899260577.0,-543.19,-672.63,100.11,-74.0,-255.0,-255.0,-78.0,-255.0,-255.0,-75.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-78.0
1667899260701.0,-542.95,-680.47,99.84,-80.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0
